35.3093179,-80.7429641
35.3095192,-80.7427469
35.309574,-80.7426101
35.3096002,-80.7424357
35.3096309,-80.7423472
35.3097141,-80.7422587
35.3097338,-80.7421514
35.3097841,-80.7419127
35.3098082,-80.7418483
35.3100314,-80.7419046
35.3103422,-80.7419046
35.3104976,-80.7418885
35.3105373,-80.7419074
35.3106971,-80.7418793
35.3107354,-80.7420308
35.3107759,-80.7420965
35.3108415,-80.7421877
35.3109061,-80.74213
35.3110177,-80.7422937
35.3106971,-80.7418793
35.3108139,-80.741835
35.3109058,-80.7417773
35.3110372,-80.7416432
35.3109759,-80.74154
35.3109113,-80.7414421
35.3109102,-80.741324
35.3110153,-80.7411886
35.3110952,-80.7411014
35.3113512,-80.7408359
35.311406,-80.7407863
35.3115362,-80.7407675
35.3115997,-80.7407085
35.3116763,-80.7408225
35.311743,-80.7409257
35.3119597,-80.7412302
35.3121469,-80.741497
35.3119099,-80.7417498
35.3118486,-80.7416667
35.3117884,-80.7415755
35.3117491,-80.7415152
35.3117031,-80.7414414
35.311633,-80.7415152
35.3118355,-80.7418169
35.3116746,-80.7419926
35.31147,-80.7417016
35.3115707,-80.7416801
35.3116232,-80.7416171
35.311632,-80.7415152
35.3115696,-80.7414964
35.3115127,-80.7415326
35.3114634,-80.7416077
35.31147,-80.7417016
35.3112675,-80.7414012
35.3114383,-80.7412322
35.311632,-80.7415138
35.3114383,-80.7412322
35.3117348,-80.7409143
35.3119023,-80.7407319
35.311969,-80.7406072
35.3120314,-80.7403967
35.312038,-80.7403229
35.3120106,-80.7403068
35.3119635,-80.7403967
35.3119242,-80.7404852
35.3118793,-80.740567
35.3117042,-80.740799
35.3116763,-80.7408225
35.3115411,-80.7409693
35.3114459,-80.7410686
35.3113759,-80.7411396
35.3112062,-80.7413073
35.3109759,-80.74154
35.3114383,-80.7412322
35.3113759,-80.7411396
35.3112675,-80.7414012
35.3112062,-80.7413073
35.3104976,-80.7418885
35.3105461,-80.7418596
35.3106566,-80.7418033
35.3107852,-80.7417255
35.3108886,-80.7416289
35.3109759,-80.74154
35.3109428,-80.7412796
35.3108344,-80.7412702
35.3107305,-80.7413252
35.3106944,-80.7413493
35.3106539,-80.7413372
35.3105215,-80.7414311
35.3103639,-80.7414982
35.310249,-80.741517
35.3101351,-80.741521
35.3100235,-80.7414982
35.3099009,-80.7414579
35.3098123,-80.7414056
35.3097149,-80.7413212
35.3096536,-80.7412595
35.3095978,-80.7411897
35.3095496,-80.74112
35.3094096,-80.7412608
35.3092946,-80.7413815
35.3093461,-80.7414405
35.3094216,-80.7415465
35.3095135,-80.7416484
35.3095967,-80.7417154
35.3096777,-80.7417758
35.3098082,-80.7418483
35.3097267,-80.7421897
35.3095975,-80.7421628
35.3095816,-80.7421166
35.3095833,-80.7418906
35.3095652,-80.7418215
35.3094771,-80.7418215
35.3092615,-80.7415801
35.3091204,-80.7415801
35.3089135,-80.7417639
35.3092946,-80.7413815
35.3091204,-80.7415801
35.3089135,-80.7417639
35.3088905,-80.7418638
35.3088325,-80.7419456
35.3089792,-80.7421454
35.3089135,-80.7417639
35.3088205,-80.7417618
35.3087658,-80.7417967
35.3087067,-80.7418758
35.3087045,-80.7419764
35.3087888,-80.7419737
35.3088325,-80.7419456
35.3087061,-80.7418966
35.3085797,-80.7418852
35.3085064,-80.7419013
35.3084057,-80.741908
35.3083784,-80.7417699
35.3083472,-80.7416566
35.3083784,-80.7415761
35.3085217,-80.7414192
35.3086033,-80.7413287
35.3087017,-80.7412375
35.3088254,-80.7411128
35.3088987,-80.7410383
35.3089633,-80.7410309
35.3089666,-80.7411597
35.3091204,-80.7415801
35.3092946,-80.7413815
35.3092134,-80.7412408
35.3091565,-80.7411435
35.3091204,-80.7410691
35.3090848,-80.7409893
35.3090383,-80.7409089
35.3090033,-80.7408834
35.3089633,-80.7410309
35.3088987,-80.7410383
35.3087685,-80.7408398
35.3086744,-80.740703
35.3086832,-80.7406219
35.3088118,-80.7406802
35.3088785,-80.7407291
35.3089409,-80.7407895
35.3089967,-80.7408579
35.3090033,-80.7408834
35.3095496,-80.74112
35.3094522,-80.7409682
35.3093985,-80.7408582
35.3093602,-80.7407523
